Data,BTC,ETH,XRP,USDT,BCH,BSV,LTC,BNB,EOS,XTZ,ADA,CRO,LINK,XLM,LEO
2021-06-02,188957.37134158745,13561.603942908569,5.209687220480322,5.163439656736131,3553.2071992406454,905.6276374632,943.4589994852961,1863.1206207348762,32.519665098459235,18.9706437981783,8.954715992840258,0.6411081328912287,158.35898927926033,2.1856192763072886,13.713258662289752
2021-06-03,191285.16733175796,13791.73045953147,5.203022541278597,5.073223673828782,3546.0191398133106,927.7976717003977,954.4933421050808,2043.6503335238392,32.408613392622485,19.37701304731364,8.923932169911934,0.6640252877708528,156.4140716023466,2.1473368836888067,13.900809861672979
2021-06-04,198814.2987129558,14514.614920923352,5.335663577054922,5.079770587184584,3651.8189861153414,959.1525369552975,986.3172626998089,2178.149486933729,33.202607090183726,19.703592586008945,9.34919111164971,0.6772077810739939,164.29825381112357,2.1671554783948745,14.63036894438544
2021-06-05,186495.7678435114,13603.947485557186,4.900781719555663,5.052046129637115,3396.2542695874617,877.9521306495408,904.780273393263,1980.5430158640845,30.40252308491036,17.983694963105496,8.634213171201203,0.6161283331867919,146.05979932112297,1.9437730013961967,13.638769397539308
2021-06-06,179469.19617542025,13251.90180112502,4.661941336012013,5.053880744136086,3271.5495416235394,894.2846511554807,872.6655153046358,1960.596807133453,29.191983925039853,17.24225693563011,8.376231647194365,0.6026002556087449,136.69766478649478,1.9026463898432142,13.248142566459064
2021-06-07,180978.42988553087,13694.401711181956,4.7572034490058615,5.059110024099455,3308.37295724618,899.9986507297598,890.1440724737841,1979.8906418656068,29.532331360080477,19.48767733626075,8.48783996466101,0.6276658356203251,138.7470461737099,1.9315701098896796,12.614749902914442
2021-06-08,168825.78691752205,13023.705019004046,4.312688702498715,5.0480942266459605,2987.816184082935,832.1061439708031,811.7333228475346,1798.0157337548214,25.8937960720934,17.5098557560426,7.838339950775198,0.5861703252809721,124.11750586740695,1.738743523529776,12.269423343009478
2021-06-09,169003.8779852555,12731.87871391536,4.410591077794689,5.048501083800638,3011.535908445013,822.3415307685196,810.9291665582824,1781.6535774738425,25.5260862033868,17.459954185314352,7.964457515068881,0.5764666990087108,121.7322824783989,1.772086915883199,13.149087410552285
2021-06-10,190141.60907813316,13268.7504711233,4.613478522850399,5.071855648298335,3213.5076948618907,878.1060482416589,874.3407240239543,1904.636639754978,26.89649944299515,17.749292158613308,8.211744160106502,0.6262930588106024,129.63141124865604,1.842847709001147,12.455594429166053
2021-06-11,186568.34828671158,12571.255307768015,4.422721325237788,5.075697186142125,3041.5138979593844,836.8887883233904,849.4116652608086,1781.693338340897,25.697261945372077,16.528506135408815,7.7456312536056595,0.5943738131206923,116.81031073893304,1.7226336106553106,11.962676981283481
2021-06-12,190783.77445510152,12057.241068647563,4.3343600365461254,5.119791029107776,2952.6963309288376,841.154625534238,831.1850422888432,1770.6325055275463,25.10821240594359,16.00860370447098,7.353773041778093,0.603121953452606,109.53220160024237,1.6400642927334892,12.298696593346026
2021-06-13,182478.57944853816,12176.742260070749,4.272187156183448,5.138136265899867,2978.9745813033333,830.5750960636178,829.1712200133367,1765.3560713279974,24.792748009897323,16.189634675503367,7.587269917748638,0.5776480840824191,111.49026560212498,1.6833774916199842,12.247174869170676
2021-06-14,200291.406564444,12881.675325816705,4.53317738057932,5.114380253082092,3134.9930992332374,878.9444925389278,876.697888911442,1868.7165345017231,26.088344788431684,16.953644358352868,8.016340221829886,0.6177445289541572,119.7130275622593,1.7696018473475925,14.180066140170478
2021-06-15,205572.22340291343,13092.409689715609,4.517907316606252,5.065762044604952,3240.432394083065,882.8475718974573,908.0198037067595,1877.3927436455488,26.846672532809475,16.973830756214504,7.967089826142447,0.6071094684088448,126.16551637120796,1.7487120849330382,12.775984242448592
2021-06-16,203718.89359977882,12921.884089213,4.401817218374933,5.059839934043184,3185.362265130369,858.7311429738186,887.6720282521565,1861.8038264288004,26.36085306143399,16.60720560009585,7.903587086155817,0.5969350617838693,124.84403676521211,1.6967278328846063,12.033415647951534
2021-06-17,193745.61045270748,11961.379632422659,4.225792595595029,5.048128426765362,2993.8811074265336,826.8300407720177,836.5137626573488,1751.5280071766176,24.590199540564516,15.71903554403385,7.480667957537009,0.5803772429358431,116.30289402281254,1.6074326279054758,12.864664050397504
2021-06-18,191308.0189200836,11923.720852134533,4.231271154067215,5.022921296142273,3006.134185633191,820.3540930436329,836.1311156727539,1769.030208398253,24.348239635391266,16.87126953702325,7.450671817720655,0.5760396867454669,117.27574816540044,1.5976976860573024,12.808249559982938
2021-06-19,182640.2390470066,11358.946199031032,4.063604522262262,5.094614666077815,2872.433733227601,801.8532760327305,794.533878329301,1718.6117402627342,23.27523367186394,15.731334646815084,7.223635308911729,0.5407895642039278,108.56178686708135,1.5262761332792634,13.378800967240384
2021-06-20,181115.89638909625,11077.736896137596,3.8759433316550114,5.111586997542163,2825.0246216668424,791.9052407389131,779.6282144208836,1705.55748280626,22.82731326127869,15.447569913634483,7.076464231068897,0.551353881118093,104.15078626512933,1.4873038012402648,13.130540122431372
2021-06-21,182163.3814081138,11460.893559285034,3.9553212024492947,5.0988587182341805,2843.228924753534,780.6947329358434,789.6601672479198,1731.829372062884,23.04964131660405,15.70436846181487,7.302752848997889,0.551348066577866,110.4905848825569,1.5241956654325595,13.134964724210386
2021-06-22,159016.3292093699,9528.923321736098,3.102192382038775,5.000605989076625,2311.5212796268147,630.5607575409233,631.7772492554625,1375.302280333519,17.825793618138412,12.591575511905063,5.932785020861032,0.4610784119858422,87.62223792363446,1.1982931781244675,12.427907832419407
2021-06-23,161192.87315266326,9299.336199574378,2.7360035568459677,4.981178832319869,2187.9988938846486,587.6466975346192,590.6229081846255,1296.36404657994,16.82039469268869,11.695843180418857,5.69247676129811,0.4425341989318504,82.88800159132931,1.157890651116274,12.310618174202101
2021-06-24,167390.79179603906,9789.892060837938,3.191496440492665,4.980712107968308,2345.487794560019,636.7086685841965,639.996218287981,1470.7754718388737,18.126899189856655,13.33535463125725,6.200232337072843,0.47885390583075715,91.03800198195516,1.271709104795899,12.12944209718552
2021-06-25,170405.55953819258,9779.831229798236,3.3003827219813773,4.925595998863573,2385.0690865970573,647.1714265157976,659.9431017918855,1517.4735607641585,19.173268116918855,13.796118092502603,6.6672179883177005,0.49768146029497423,93.55756582302575,1.3167833884581295,11.971523372467491
2021-06-26,157623.4069006701,9047.223967945441,3.059909100067019,4.937971264760326,2271.1126654872905,609.5057811052188,629.7867227272527,1401.784029635913,17.79029455144016,12.654655146566709,6.300974388416869,0.47166542649765225,85.07686400720007,1.2170496821050099,11.64542957702336
