Data,BTC,ETH,XRP,USDT,BCH,LTC,EOS,BNB,BSV,XMR,XLM,TRX,ADA,XTZ,LEO
2021-01-02,152437.33528130766,3791.9471966966644,1.2331044581016628,5.203748405295753,1772.2209431186038,654.2716523942364,13.657798463969982,196.8666302836119,845.7117994940385,706.2982942729599,0.6873107913086532,0.13993941920549988,0.9123691337692428,10.432832501114849,7.228530046543932
2021-01-03,167039.60841916967,4038.8867455494933,1.1522595704608163,5.209606053082978,1842.6786817139578,715.1481056960796,13.624990865499326,199.1190212429568,848.041804798841,745.1575311153832,0.6670734187259189,0.1417800512315651,0.9253857325115812,10.399517337350918,7.255511360670711
2021-01-04,171720.01550746025,5030.665884386339,1.1738388087465967,5.20609185719525,2182.386649816478,829.7494875360622,14.533814448777818,213.68004677203962,879.5920484528789,717.8526244923332,0.7073492159539209,0.154866853167272,1.0666734360859298,11.086146308925585,7.047833764470431
2021-01-05,165548.16899525994,5387.661928552196,1.2324273816990525,5.251356317191648,2087.774146874029,798.799691887886,14.465202548683052,209.92118967038707,865.4324400443325,687.4835969718446,0.8574160363563341,0.16052916997262018,1.149799360627266,11.908990303849766,7.003644898186599
2021-01-06,180144.90829282856,5831.910374776289,1.1982403699416295,5.300521586293635,2218.286955807343,840.7465806618764,15.33453834515084,220.4096667993099,891.3285798386324,723.9514468879935,1.0338043185684023,0.15140685025559528,1.37009308274874,12.582183018862043,7.141700486374963
2021-01-07,196279.49941771544,6422.85147356368,1.3412756690248937,5.356523791436338,2416.621543382957,899.6366431055574,17.96413085981868,224.1723880160639,957.3118136802843,756.3149284555724,1.810754917432898,0.16311444238876205,1.7635356695496254,13.864788113404346,7.131304168570217
2021-01-08,213974.99546686266,6652.22544640026,1.7606149687625596,5.417176537653859,2437.654050995848,921.7862797602654,17.396413094909484,234.81904709304254,955.6698536006825,775.4769756654744,1.6992705917122215,0.16800835810367584,1.6261288757348624,13.807897339450685,7.2467287794643305
2021-01-09,221140.88132921225,6630.167451499431,1.742005746173838,5.431953103930512,2373.3120771665267,938.0513673904943,16.883285495626176,230.08447277821222,977.1225118042222,772.2530410625317,1.6423635316622458,0.16516062583328275,1.6684607978308577,13.30831656552505,7.252534242855034
2021-01-10,218224.24095907842,6947.924572085209,1.7825989760880268,5.443772949751561,3170.923830673714,963.3694923342498,19.598805394383696,238.33153446133062,1554.9317402832498,800.3028606509838,1.689515100372276,0.18582107474288082,1.8037272278554473,14.315061260931962,7.262377665046913
2021-01-11,208064.759081386,6869.390600225317,1.726854287847048,5.429732852654768,3278.7530260131543,928.5558426082341,16.762637964098207,230.74833880549684,1370.6429391275287,1010.8377363525651,1.56861094177829,0.1786497317053315,1.65926888074635,15.060759956062885,7.24956372889982
2021-01-12,195831.3547002871,6000.209006398334,1.5940244936059353,5.536262046734504,2642.1019888319706,766.9484862429542,14.664129424798412,211.11589651816138,1050.3897160736185,874.7946335145549,1.500935101467419,0.15920800598865845,1.5180776974798589,12.818978355187603,7.371134938296492
2021-01-13,180650.36804554347,5564.595936789978,1.562643158768827,5.334074429398789,2404.521308897103,707.9689784565103,13.808230823127055,202.8784594728585,1006.4453942207523,839.5248753502007,1.4951572307469063,0.15262127318569732,1.5321444720914084,12.19260413187968,7.121461420826055
2021-01-14,198494.36734044255,5999.003423032713,1.6242656768620445,5.318675500726959,2632.449382731445,781.7798584041847,14.736067118035521,213.17182943041882,1127.8732771799023,911.9683873431895,1.6111330095217478,0.15981233424323577,1.6499677378903979,13.18063351404578,7.089398691863637
2021-01-15,203908.2947013725,6324.6712300811,1.5383106323434892,5.186562149763422,2741.1613669580956,791.1644547167305,14.541895145028562,217.04483652395538,1157.4365701103063,851.2146181256228,1.572368123226559,0.15611014417964425,1.6118731561865978,13.203063904173415,6.950377372546725
2021-01-16,194720.02855203566,6202.77225971248,1.4838507336587623,5.29586279166271,2593.813379175919,761.5721232836823,14.603192212175117,217.02828684132723,1105.7300766783615,833.0811655284447,1.5050791856865884,0.15759769557331785,1.6015614392157373,14.441469707160742,7.087937890609945
2021-01-17,191902.83094181542,6535.132425980509,1.4831962827699485,5.304516010647436,2603.162060840069,763.6599081868642,14.74557405869215,228.81385255911667,1098.328274381282,826.3391865261299,1.546982245802915,0.15997707346259102,1.8645258033567198,15.27046404941823,7.395150310449687
2021-01-18,189487.2280005316,6506.257240523772,1.4662126264994044,5.282689438155407,2530.7270775587413,753.2740060628863,14.582003232082023,241.38903726742797,1052.8352564228337,843.673300549125,1.6025467364035166,0.15946052095034793,2.0094260092054124,15.68913429021945,7.060987035455817
2021-01-19,193820.56005755157,6652.02935126144,1.5075238764615542,5.2971937638911575,2709.343231762485,805.3675227481486,14.857600913331398,239.72406187761825,1091.27307962317,828.298601969087,1.6024285653525014,0.1671606449933888,1.9577825596945726,15.988629085219584,7.0638842845337875
2021-01-20,193457.08152262334,7412.984452258132,1.5780496340967243,5.344380515258818,2739.1646798058005,822.0940534766396,15.025769813962354,229.9157780685039,1096.247493456025,842.781639615666,1.6003009050843082,0.16455081999414892,1.9790283547754226,15.539844327843115,7.46318343992513
2021-01-21,188325.43411195625,7333.934054171858,1.5679023639558838,5.279727282024747,2645.434242031956,793.064693349911,14.702339339294767,224.99816809355372,1063.0697833208912,811.7681461264026,1.560630522524722,0.16145757432660834,1.9914408493830902,15.393026066798212,7.440991733704658
2021-01-22,165416.06360035486,6008.591012351427,1.4404243179942824,5.388393075696809,2245.924585744959,696.4617134430488,13.62765993651807,207.42085228231716,954.2653818752897,699.3353069522121,1.3524429267129285,0.14845453815307152,1.6654147830689017,13.218076330089936,7.376242322170166
2021-01-23,180184.1831056578,6761.072049878508,1.4935377560360485,5.469351433987916,2415.7040914774866,754.174803316071,14.398160775738175,222.87797646129783,975.8117811845877,744.5144106425223,1.4789901655857485,0.15669630339623897,1.9198342925996037,16.066366526692285,7.503749346815418
2021-01-24,175319.44048462695,6730.964385482315,1.4839218004280035,5.459345852455652,2359.0794077227774,753.0298058499343,14.784060983570653,222.92998142554947,954.7255989043791,758.3169138906356,1.473900982017806,0.15955732252732388,1.894106721437844,17.30819888042349,7.602378967234005
2021-01-25,176440.25528625312,7613.05527040683,1.495734751148094,5.464766447573088,2412.0139668981924,774.9087948259266,14.849848539026143,228.78174957374466,953.9249861880137,753.9135140403448,1.4844254631546658,0.16396699448175367,1.9249206750229908,16.634205254834704,7.261264206021021
2021-01-26,176995.87478431995,7235.189093458706,1.4688168682254368,5.472224103603183,2373.295805105832,750.9363043375274,14.513581973163118,226.5464152785043,995.3381738878851,751.8709250626661,1.4342680902517067,0.16167952515895567,1.8826918453371022,16.04332105987039,7.165816023533263
2021-01-27,174486.9707109224,7257.6831634278315,1.4381954072423735,5.372844953597798,2292.0660013332163,721.502191293925,14.071351415252936,222.44307988119263,931.7391165819962,738.5093843935949,1.4001143800158922,0.15812071974657682,1.841675941048208,15.589342583085356,7.015235983292223
2021-01-28,164838.16613889762,6784.7596381526355,1.3638257662161242,5.422978041408912,2043.6546940929522,664.897285180193,13.578051340933772,222.28917005632042,877.643143736668,681.3418084602101,1.294654250782683,0.15343990784178677,1.690937824629617,15.194654535619765,7.134330957749833
2021-01-29,180244.18318010904,7229.570246239424,1.434075136714988,5.434350747463362,2199.7247829664097,726.3502360191155,14.70093999080496,230.65318415472166,926.4144991566867,736.9154321515457,1.5758385385563345,0.1605179126475923,1.8750592216585122,16.518628388723656,7.0536224758043256
2021-01-30,186539.76339897868,7539.43560991316,1.541131975075197,5.435142996172,2221.89506710298,735.6760917809403,14.882052658101719,233.4382438698379,943.8334476646664,766.6026337278075,1.6166855349816254,0.1815230707363184,1.8982339749643293,15.867786155280632,7.624265299832959
2021-01-31,186808.03706014613,7496.609252771344,2.353450692674297,5.443210472994422,2255.8857046531334,726.4083035365211,15.914091613531989,243.7095897636044,974.538752001696,758.7276311400542,1.7684228200222962,0.17345105357941112,1.9690535784854122,15.745243333003305,7.627827603636648
2021-02-01,180614.64528112172,7194.30181688776,2.6856000842526564,5.467304626558296,2181.527976422865,709.4887541175772,15.941797737252985,241.70432740923238,952.3107052495027,753.5859172361143,1.6690621449750724,0.17278673143240184,1.888222590889142,15.479477470119546,7.659048932807159
